id,video_id,decision,openai,old_peak_score,new_score,delta,pos_score,neg_score,passes_new_gate,new_best_cue,old_best_cue,error,source_url,image_url
246,royal_wedding,reject,keep,0.1365,0.0745,-0.062,0.2953,0.2208,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/86827/,https://files.catbox.moe/q83pzk.jpg
247,world_acclaims_pope,reject,drop,0.1081,-0.1052,-0.2133,0.1097,0.2149,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/86763/,https://litter.catbox.moe/fuj3ja.jpg
248,039victory039_re_rigged,reject,drop,0.1059,0.03,-0.0759,0.2006,0.1682,False,group of Hasidic Jewish men in black coats streimels hats and payot,Orthodox Jewish man with beard sidelocks black hat and kapote coat,,https://www.britishpathe.com/asset/86747/,
249,royal_decade_technicolor,reject,drop,0.105,-0.0465,-0.1515,0.1515,0.198,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/86725/,
250,royal_decade_technicolor,reject,keep,0.11,0.0541,-0.0559,0.2607,0.2066,False,group of Hasidic Jewish men in black coats streimels hats and payot,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/86725/,
251,gen_grivas_in_cyprus,reject,drop,0.1097,0.0154,-0.0943,0.1993,0.1839,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Orthodox Jewish man with beard sidelocks black hat and kapote coat,,https://www.britishpathe.com/asset/86707/,
252,royal_ascot,reject,drop,0.1071,-0.0183,-0.1254,0.1218,0.1401,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/86697/,https://litter.catbox.moe/ufoutx.jpg
253,latest_in_hospitals,reject,drop,0.1068,-0.052,-0.1588,0.1491,0.2012,False,group of Hasidic Jewish men in black coats streimels hats and payot,Hasidic Jewish man wearing a large round shtreimel fur hat,,https://www.britishpathe.com/asset/87054/,https://litter.catbox.moe/4fum6z.jpg
254,son_succeeds_grand_duchess,reject,drop,0.1027,-0.0396,-0.1423,0.1299,0.1695,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/87006/,https://litter.catbox.moe/1nrnl9.jpg
255,dublin_win_cup,reject,drop,0.1094,-0.1111,-0.2205,0.0266,0.1377,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/86985/,
256,rugger_international_england_v_wales,reject,drop,0.1072,-0.0262,-0.1334,0.2259,0.2521,False,group of Hasidic Jewish men in black coats streimels hats and payot,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/87195/,
257,selected_originals_knights_of_the_thistle,reject,drop,0.1034,-0.0558,-0.1592,0.1426,0.1983,False,group of Hasidic Jewish men in black coats streimels hats and payot,Hasidic Jewish man wearing a large round shtreimel fur hat,,https://www.britishpathe.com/asset/188360/,
258,kennedy_in_ireland,reject,drop,0.1131,-0.0779,-0.191,0.1033,0.1813,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/188354/,
259,review_of_1964,reject,drop,0.1688,-0.03,-0.1988,0.2019,0.2319,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/87154/,
260,tributes_to_president,reject,drop,0.1187,0.0011,-0.1176,0.2445,0.2433,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/87138/,
261,one_people_900_year_anniversary_of_westminster_abbey,reject,drop,0.1124,-0.0166,-0.129,0.2328,0.2494,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/87112/,https://files.catbox.moe/y9lq6n.jpg
262,the_great_chase_technicolor,reject,drop,0.1115,0.024,-0.0875,0.2893,0.2653,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/87367/,https://files.catbox.moe/y8k53c.jpg
263,selected_originals_world_in_remembrance_aka_churchill_funeral,reject,drop,0.124,0.0547,-0.0693,0.3038,0.2491,False,Hasidic Jewish man wearing a large round shtreimel fur hat and black coat,Hasidic Jewish man wearing a large round shtreimel fur hat,,https://www.britishpathe.com/asset/87354/,https://files.catbox.moe/xiviz2.jpg
264,selected_originals_world_in_remembrance_aka_churchill_funeral,reject,drop,0.1016,-0.0748,-0.1764,0.1455,0.2203,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/87352/,
265,where_are_the_boys_of_the_old_brigade,reject,drop,0.1204,0.03,-0.0904,0.212,0.162,False,group of Hasidic Jewish men in black coats streimels hats and payot,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/188536/,
266,selected_originals_the_stars_looked_up,reject,drop,0.1088,0.0746,-0.0342,0.2704,0.1958,False,Hasidic Jewish man wearing a large round shtreimel fur hat and black coat,Hasidic Jewish man wearing a large round shtreimel fur hat,,https://www.britishpathe.com/asset/87337/,https://files.catbox.moe/hri95p.jpg
267,selected_originals_the_stars_looked_up,reject,drop,0.1315,0.0352,-0.0963,0.2727,0.2375,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/87337/,https://files.catbox.moe/4pqrxx.jpg
268,jamaica_london_royal_welcome_technicolor,reject,drop,0.1055,-0.0372,-0.1427,0.2108,0.248,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/87326/,https://files.catbox.moe/3rogq9.jpg
269,wilson_in_moscow,reject,drop,0.0363,-0.0598,-0.0961,0.1733,0.2331,False,group of Hasidic Jewish men in black coats streimels hats and payot,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/87288/,
270,selected_originals_the_nation_mourns,(pending),drop,0.0093,-0.0659,-0.0752,0.0949,0.1608,False,Litvish yeshiva man with beard black hat and dark frock coat,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/87316/,
271,selected_originals_the_nation_mourns,(pending),drop,-0.0132,-0.081,-0.0678,0.0802,0.1612,False,Litvish yeshiva man with beard black hat and dark frock coat,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/87316/,
272,selected_originals_the_nation_mourns,(pending),drop,-0.0424,-0.0793,-0.0369,0.0776,0.157,False,Orthodox Jewish man with beard sidelocks black hat and long kapote or rekel coat,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/87316/,
273,selected_originals_the_nation_mourns,(pending),drop,-0.0318,-0.0843,-0.0525,0.0668,0.1511,False,Litvish yeshiva man with beard black hat and dark frock coat,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/87316/,
274,the_bird_man_millions_have_heard_him_on_the_radio,(pending),drop,0.0,-0.0576,-0.0576,0.1719,0.2295,False,Hasidic Jewish man wearing a large round shtreimel fur hat and black coat,Hasidic Jewish man wearing a large round shtreimel fur hat and black coat,,https://www.britishpathe.com/asset/188487/,
275,the_bird_man_millions_have_heard_him_on_the_radio,(pending),drop,-0.026,-0.0615,-0.0355,0.113,0.1745,False,Litvish yeshiva man with beard black hat and dark frock coat,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/188487/,
276,defence_white_paper,(pending),drop,0.0316,-0.0363,-0.0679,0.0976,0.1339,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/87286/,
277,defence_white_paper,(pending),drop,0.0163,-0.0407,-0.057,0.1546,0.1953,False,group of Hasidic Jewish men in black coats streimels hats and payot,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/87286/,
278,defence_white_paper,(pending),drop,0.0077,-0.0745,-0.0822,0.0599,0.1344,False,group of Hasidic Jewish men in black coats streimels hats and payot,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/87286/,
279,defence_white_paper,(pending),drop,0.0034,-0.0532,-0.0566,0.1536,0.2068,False,group of Hasidic Jewish men in black coats streimels hats and payot,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/87286/,
280,defence_white_paper,(pending),drop,-0.0028,-0.0478,-0.045,0.1015,0.1493,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/87286/,
281,defence_white_paper,(pending),drop,-0.0216,-0.0587,-0.0371,0.1098,0.1685,False,Hasidic Jewish man wearing a large round shtreimel fur hat and black coat,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/87286/,
282,defence_white_paper,(pending),drop,-0.0299,-0.0327,-0.0028,0.1424,0.1751,False,group of Hasidic Jewish men in black coats streimels hats and payot,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/87286/,
283,clear_the_way,(pending),drop,0.0254,0.0035,-0.0219,0.1745,0.1709,False,group of Hasidic Jewish men in black coats streimels hats and payot,group of Hasidic Jewish men in black coats streimels hats and payot,,https://www.britishpathe.com/asset/87287/,
284,clear_the_way,(pending),drop,0.0066,-0.0215,-0.0281,0.123,0.1445,False,group of Hasidic Jewish men in black coats streimels hats and payot,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/87287/,
285,yorke_and_brian,(pending),drop,0.0236,-0.0418,-0.0654,0.0906,0.1324,False,group of Hasidic Jewish men in black coats streimels hats and payot,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/188488/,
286,yorke_and_brian,(pending),drop,0.0168,-0.0541,-0.0709,0.0841,0.1383,False,group of Hasidic Jewish men in black coats streimels hats and payot,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/188488/,
287,yorke_and_brian,(pending),drop,0.015,-0.0844,-0.0994,0.0711,0.1556,False,group of Hasidic Jewish men in black coats streimels hats and payot,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/188488/,
288,yorke_and_brian,(pending),drop,-0.0045,-0.031,-0.0265,0.1243,0.1553,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/188488/,
289,old_timers_festival,reject,drop,0.0698,-0.0228,-0.0926,0.2112,0.2339,False,group of Hasidic Jewish men in black coats streimels hats and payot,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/87291/,
290,old_timers_festival,reject,drop,0.0577,-0.0502,-0.1079,0.1255,0.1758,False,group of Hasidic Jewish men in black coats streimels hats and payot,Hasidic Jewish man wearing a large round shtreimel fur hat and black coat,,https://www.britishpathe.com/asset/87291/,
291,old_timers_festival,(pending),drop,0.009,-0.011,-0.02,0.0918,0.1028,False,group of Hasidic Jewish men in black coats streimels hats and payot,Hasidic Jewish man wearing a large round shtreimel fur hat and black coat,,https://www.britishpathe.com/asset/87291/,
292,are_you_a_virgo,(pending),drop,0.0119,-0.034,-0.0459,0.1209,0.1549,False,group of Hasidic Jewish men in black coats streimels hats and payot,Orthodox Jewish man with curled payot sidelocks and black yarmulke or fedora,,https://www.britishpathe.com/asset/188490/,
293,are_you_a_virgo,(pending),drop,-0.089,-0.0645,0.0245,0.1103,0.1748,False,Litvish yeshiva man with beard black hat and dark frock coat,Hasidic Jewish man wearing a large round shtreimel fur hat and black coat,,https://www.britishpathe.com/asset/188490/,
294,are_you_a_virgo,(pending),drop,-0.0654,-0.1078,-0.0424,0.0526,0.1604,False,Litvish yeshiva man with beard black hat and dark frock coat,Hasidic Jewish man wearing a large round shtreimel fur hat and black coat,,https://www.britishpathe.com/asset/188490/,
295,are_you_a_virgo,(pending),drop,-0.0723,-0.1082,-0.0359,0.0811,0.1892,False,Hasidic Jewish man wearing a large round shtreimel fur hat and black coat,Orthodox Jewish man with curled payot sidelocks and black yarmulke or fedora,,https://www.britishpathe.com/asset/188490/,
296,something_for_the_youngsters_the_super_hiker,(pending),drop,0.0114,-0.0778,-0.0892,0.0719,0.1497,False,group of Hasidic Jewish men in black coats streimels hats and payot,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/188486/,
297,something_for_the_youngsters_the_super_hiker,(pending),drop,0.0555,0.0047,-0.0508,0.1573,0.1526,False,group of Hasidic Jewish men in black coats streimels hats and payot,Hasidic Jewish man wearing a large round shtreimel fur hat and black coat,,https://www.britishpathe.com/asset/188486/,
298,something_for_the_youngsters_the_super_hiker,(pending),drop,0.0083,-0.0363,-0.0446,0.1263,0.1626,False,group of Hasidic Jewish men in black coats streimels hats and payot,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/188486/,
299,the_sea_going_rooster,(pending),drop,0.0095,-0.0512,-0.0607,0.0928,0.144,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/188491/,
300,the_sea_going_rooster,(pending),drop,-0.0189,-0.0333,-0.0144,0.1001,0.1335,False,Litvish yeshiva man with beard black hat and dark frock coat,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/188491/,
301,the_sea_going_rooster,(pending),drop,-0.0223,-0.0336,-0.0113,0.1074,0.141,False,Orthodox Jewish man with beard sidelocks black hat and long kapote or rekel coat,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/188491/,
302,the_sea_going_rooster,(pending),drop,-0.0027,-0.0488,-0.0461,0.0993,0.1481,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/188491/,
303,the_sea_going_rooster,(pending),drop,-0.0057,-0.0546,-0.0489,0.0752,0.1298,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/188491/,
304,the_sea_going_rooster,(pending),drop,-0.0361,-0.0373,-0.0012,0.1041,0.1414,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/188491/,
305,the_sea_going_rooster,(pending),drop,-0.0307,-0.0375,-0.0068,0.108,0.1454,False,Litvish yeshiva man with beard black hat and dark frock coat,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/188491/,
306,the_sea_going_rooster,(pending),drop,-0.0268,-0.0436,-0.0168,0.0987,0.1423,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/188491/,
307,queer_cards,(pending),drop,0.0059,-0.0743,-0.0802,0.0986,0.1729,False,Litvish yeshiva man with beard black hat and dark frock coat,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/188489/,
308,queer_cards,(pending),drop,-0.0231,-0.0628,-0.0397,0.0864,0.1493,False,group of Hasidic Jewish men in black coats streimels hats and payot,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/188489/,
309,queer_cards,(pending),drop,-0.0213,-0.0648,-0.0435,0.0884,0.1532,False,group of Hasidic Jewish men in black coats streimels hats and payot,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/188489/,
310,queer_cards,(pending),drop,-0.0275,-0.063,-0.0355,0.0691,0.1321,False,Orthodox Jewish man with curled payot sidelocks and black yarmulke or fedora,group of Hasidic Jewish men in black coats streimels hats and payot,,https://www.britishpathe.com/asset/188489/,
311,queer_cards,(pending),drop,-0.0442,-0.0667,-0.0225,0.0902,0.1569,False,Orthodox Jewish man with beard sidelocks black hat and long kapote or rekel coat,Orthodox Jewish man with curled payot sidelocks and black yarmulke or fedora,,https://www.britishpathe.com/asset/188489/,
312,queer_cards,(pending),drop,-0.0339,-0.0526,-0.0187,0.0827,0.1353,False,Orthodox Jewish man with beard sidelocks black hat and long kapote or rekel coat,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/188489/,
313,queer_cards,(pending),drop,-0.0364,-0.0587,-0.0223,0.1593,0.218,False,Orthodox Jewish man with beard sidelocks black hat and long kapote or rekel coat,Hasidic Jewish man wearing a large round shtreimel fur hat and black coat,,https://www.britishpathe.com/asset/188489/,
314,queer_cards,(pending),drop,-0.0627,-0.0622,0.0005,0.1073,0.1695,False,Orthodox Jewish man with beard sidelocks black hat and long kapote or rekel coat,Hasidic Jewish man wearing a large round shtreimel fur hat and black coat,,https://www.britishpathe.com/asset/188489/,
315,queer_cards,(pending),drop,-0.0583,-0.0663,-0.008,0.1205,0.1868,False,Orthodox Jewish man with beard sidelocks black hat and long kapote or rekel coat,Hasidic Jewish man wearing a large round shtreimel fur hat and black coat,,https://www.britishpathe.com/asset/188489/,
316,queer_cards,(pending),drop,-0.0871,-0.1036,-0.0165,0.0741,0.1776,False,Hasidic Jewish man wearing a large round shtreimel fur hat and black coat,Hasidic Jewish man wearing a large round shtreimel fur hat and black coat,,https://www.britishpathe.com/asset/188489/,
317,queen_meets_her_peoples_technicolor,reject,drop,0.0242,-0.0615,-0.0857,0.1166,0.1782,False,group of Hasidic Jewish men in black coats streimels hats and payot,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/87289/,
318,queen_meets_her_peoples_technicolor,reject,drop,0.0372,-0.0197,-0.0569,0.1043,0.124,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Hasidic Jewish man wearing a large round shtreimel fur hat and black coat,,https://www.britishpathe.com/asset/87289/,
319,queen_meets_her_peoples_technicolor,reject,drop,0.021,-0.0401,-0.0611,0.0973,0.1374,False,group of Hasidic Jewish men in black coats streimels hats and payot,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/87289/,
320,queen_meets_her_peoples_technicolor,reject,drop,0.0311,-0.0664,-0.0975,0.034,0.1004,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/87289/,
321,queen_meets_her_peoples_technicolor,reject,drop,0.0306,-0.0418,-0.0724,0.0961,0.138,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/87289/,
322,queen_meets_her_peoples_technicolor,reject,drop,0.0384,-0.0342,-0.0726,0.1002,0.1344,False,group of Hasidic Jewish men in black coats streimels hats and payot,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/87289/,
323,the_spear_maker,(pending),drop,0.0079,-0.0514,-0.0593,0.1026,0.154,False,group of Hasidic Jewish men in black coats streimels hats and payot,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/188492/,
324,the_spear_maker,(pending),drop,-0.0005,-0.0491,-0.0486,0.0915,0.1407,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/188492/,
325,the_spear_maker,(pending),drop,-0.0185,-0.0305,-0.012,0.1234,0.1539,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/188492/,
326,the_spear_maker,(pending),drop,-0.0202,-0.0822,-0.062,0.0514,0.1336,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/188492/,
327,the_spear_maker,(pending),drop,-0.0294,-0.0789,-0.0495,0.0626,0.1415,False,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,Hasidic Jewish man wearing a large round shtreimel fur hat and black coat,,https://www.britishpathe.com/asset/188492/,
328,the_spear_maker,(pending),drop,-0.0608,-0.0913,-0.0305,0.0584,0.1497,False,Hasidic Jewish man wearing a large round shtreimel fur hat and black coat,Hasidic Jewish man wearing a large round shtreimel fur hat and black coat,,https://www.britishpathe.com/asset/188492/,
329,big_stuff,(pending),drop,0.0073,-0.0242,-0.0315,0.1687,0.1929,False,elderly Orthodox Jewish rabbi with long white beard black hat and dark coat,Hasidic rebbe with white beard sidelocks and shtreimel fur hat,,https://www.britishpathe.com/asset/188484/,
330,big_stuff,(pending),drop,0.001,-0.0715,-0.0725,0.0738,0.1453,False,group of Hasidic Jewish men in black coats streimels hats and payot,Litvish yeshiva man with beard black hat and dark frock coat,,https://www.britishpathe.com/asset/188484/,
